38.92,38.92,20.26597108,4.699338288,0.634730709,60.91383858,1.085615776,0.746679853,74.50850207,72.86959916,327.7805817,63.11086061,24.33828283,16672.20844,76.34,73.61,0,-2.73
37.86,37.79,16.69315621,4.12625086,0.606982829,46.85165865,1.083046309,0.698455474,57.23660989,55.72609836,302.102305,47.42887266,17.86461249,12712.63188,57.42,55.34,0,-2.08
39.15,39.12,19.8222777,4.502575227,0.643692579,58.39017005,1.088059849,0.738417951,73.62670437,71.6414954,397.0417948,59.78331317,21.92229664,16280.23711,73.5,69.56,0,-3.94
35.67,36,9.403462411,3.106669077,0.480992798,22.06635965,1.066505596,0.561712267,24.59981199,24.05337154,109.2880904,21.59184674,9.143162875,5352.934061,25.16,25.48,0,0.32
34.26,34.48,11.02649456,3.401910656,0.510714564,27.63545662,1.069298396,0.602951697,30.8596656,30.20267759,131.3976017,27.42079505,11.35363351,6908.879462,31.72,32.48,0,0.76
34.46,34.81,13.35547331,3.806482974,0.545135392,35.06077944,1.074889109,0.646107945,40.43400475,39.61779292,163.2423662,35.31183318,14.51050029,8944.573139,41.89,41.67,0,-0.22
37.07,37.46,15.2352729,3.968430913,0.584231414,41.04426529,1.079907878,0.674458026,49.90850216,48.7176435,238.1717324,41.38277566,16.14837303,10850.79313,50.31,48.34,0,-1.97
36.74,37.09,12.62156979,3.596409819,0.545244198,33.41250978,1.072526874,0.637588138,37.89667976,36.96886901,185.5621501,33.3191171,13.04525018,8717.762777,38.39,39.05,0,0.66
37.09,37.34,16.12001712,4.088009741,0.595853577,45.39407742,1.089524411,0.691490158,54.07145273,52.71788143,270.7142592,46.34167959,19.1654889,11685.762,54.69,54.91,0,0.22
36.69,36.84,12.95333067,3.651986319,0.54985231,33.42045064,1.073506469,0.637462934,39.31934156,38.37864166,188.13998,33.28758266,13.02279062,8713.860576,40.03,38.94,0,-1.09
34.78,35.25,12.67832609,3.643442601,0.541549986,33.73783089,1.07161442,0.639542394,37.8762979,37.01349306,172.5609677,33.7774828,13.44663202,8742.265837,38.83,39.59,0,0.76
36.97,37.24,16.05101625,4.156942195,0.586728549,44.81147652,1.081393424,0.690484063,53.08625547,51.92336408,232.5782792,45.6731609,18.2658027,11785.16403,54.58,53.7,0,-0.88
36.92,36.94,11.60225996,3.458298172,0.525680157,29.48013391,1.069235176,0.614942908,33.4300739,32.65078465,155.8578483,29.20657803,11.58413885,7577.648845,34.12,34.23,0,0.11
35.13,35.43,13.30668927,3.719313542,0.553607224,35.17893984,1.077640327,0.646257793,40.80609073,39.86548863,188.12042,35.35399619,14.5002744,8967.100371,41.45,41.56,0,0.11
35.9,36.25,14.46890333,3.934225291,0.565576389,39.21440689,1.077124112,0.666480869,45.69922971,44.71511413,196.8231162,39.64787759,15.86730309,10225.64703,46.92,46.7,0,-0.22
36.32,36.55,10.92743794,3.348899475,0.513616237,26.99889073,1.067511351,0.598941186,30.66585744,29.95634908,141.9016703,26.60611447,10.62759267,6870.764373,31.28,31.17,0,-0.11
34.81,35.11,13.05427371,3.692133544,0.548475313,34.32396173,1.072838158,0.642524174,39.61940939,38.72779921,178.3220357,34.3536035,13.52609726,8955.827683,40.36,40.25,0,-0.11
35.87,36.17,14.83064603,4.010122939,0.568002383,40.07429521,1.076341951,0.670637131,47.11478747,46.11067682,200.8221302,40.51833997,15.97609481,10553.16542,48.89,47.58,0,-1.31
35.97,36.39,10.49715684,3.286859118,0.504290596,25.59563434,1.065764692,0.589349045,28.88386225,28.22852145,131.0681602,25.14708174,10.06194514,6486.608739,29.53,29.53,0,0
33.98,35.13,12.25435518,3.568763226,0.535772728,30.44550197,1.070495571,0.620698508,36.15522155,35.33791731,163.4608497,30.12948845,11.7212478,7915.543477,36.86,35.22,0,-1.64
35.92,36.44,14.94153693,4.000152438,0.572318731,40.58958355,1.078761972,0.672589529,47.87773634,46.83631766,208.2837353,41.11863954,16.49783993,10586.94383,49.22,48.34,0,-0.88
36.13,36.2,10.00931265,3.206768011,0.494336712,23.9923853,1.065915254,0.577329942,26.95042928,26.34319663,121.4465311,23.51532906,9.594850587,5985.805744,27.56,27.67,0,0.11
35.13,35.06,10.90788093,3.364926869,0.510764759,27.28424692,1.069101009,0.600614587,30.48481893,29.81160216,134.6433543,27.02999273,11.17412585,6818.022757,31.17,31.83,0,0.66
35.15,35.72,13.77993732,3.82466584,0.556653745,37.60027328,1.076709221,0.658759233,42.65168713,41.72486054,185.3653187,38.04167236,15.62467928,9639.307021,43.75,44.84,0,1.09
36.39,36.62,10.11962065,3.227914222,0.496242247,24.17830985,1.066729889,0.578619515,27.37479895,26.7647676,122.0062694,23.71380392,9.717491241,6018.414453,28,27.89,0,-0.11
34.61,34.95,10.84916879,3.363033439,0.50866528,26.97760879,1.067240615,0.598842011,30.19144853,29.52986152,132.3174027,26.66716391,10.84386989,6804.01643,30.95,31.28,0,0.33
34.41,34.93,13.05533915,3.731972581,0.543849714,34.86076172,1.076463735,0.644775805,39.31179236,38.46919935,168.5186028,35.15604686,14.68113301,8804.212955,40.47,41.56,0,1.09
35.92,36.05,9.807285074,3.183667082,0.488621152,23.24968558,1.06527244,0.571611778,26.09693588,25.51973243,115.4406898,22.76428437,9.368089509,5760.363791,26.8,26.8,0,0
34.56,34.83,11.28868326,3.484685842,0.510479657,27.9313817,1.067028845,0.605320411,31.62672507,30.97447047,130.4509212,27.66830555,11.20731395,7078.226389,33.03,32.48,0,-0.55
33.88,34.63,12.74429373,3.687866145,0.538540623,34.29095749,1.072443386,0.642414048,37.96826204,37.17570149,158.5121111,34.54728351,14.22953163,8736.633311,39.05,40.69,0,1.64
22.91,14.71,16.35691964,4.373994799,0.572823258,9.712260843,0.982911703,0.424691,52.97003755,52.04648854,184.7098028,7.099622239,-4.244733526,4878.072979,56.87,7,0,-49.87
27.82,11.39,10.98540106,3.537524734,0.492116432,8.17536484,0.961827696,0.39677291,29.60373881,28.99623514,121.5007337,6.026636991,-3.455359157,4077.258343,32.27,6.02,0,-26.25
32.32,15.09,11.03415842,3.191641386,0.538725127,7.587384729,0.992530301,0.377108854,32.21424065,31.19421518,204.0050947,5.552376117,-2.647855558,3526.09962,31.39,5.69,0,-25.7
41.86,16.21,14.63153082,3.777709844,0.588061169,12.27888382,0.938350481,0.476768697,47.91320586,46.54678126,273.2849199,8.971289796,-7.70948988,7172.735261,47.25,8.2,0,-39.05
45.13,19.81,28.81707274,5.652491345,0.707409957,21.68318635,0.897586981,0.590434241,124.4070129,121.6698858,547.4254088,15.22024906,-24.73370208,17180.19899,126.44,12.91,0,-113.53
40.01,36.37,9.033465389,2.959310519,0.484663847,42.65360951,1.081751203,0.681272605,23.57612746,22.92187202,130.8510887,42.51221566,15.12392785,11776.96376,23.73,49.22,0,25.49
39.05,18.18,10.79534812,3.683928156,0.4669255,10.69973556,0.938312078,0.451253203,28.14770694,27.83044805,63.45177823,8.223489645,-4.525742354,5482.169759,30.73,7.98,0,-22.75
42.38,22.96,10.90583813,3.265609287,0.523694825,13.16393758,0.936928642,0.489953973,31.06007919,30.21995379,168.0250807,10.22504614,-5.827933086,6902.781069,31.06,9.62,0,-21.44
39.47,21.98,17.19315838,4.241568858,0.607829142,16.67402279,0.94106312,0.532961727,59.33711681,57.91884663,283.6540364,12.65211477,-9.751215325,9633.431941,59.94,11.59,0,-48.35
77.26,34.63,24.95629821,5.238554405,0.677968708,27.25407426,0.898980464,0.632542194,100.8977772,98.64588977,450.3774799,20.64411918,-24.22452154,19293.51551,102.92,17.17,0,-85.75
54.54,31.61,69.4905024,9.429036629,0.867458129,135.1594862,1.015346917,0.906852591,430.796752,422.7273451,1613.881383,124.1292947,-54.71892596,76904.73489,454.12,113.53,0,-340.59
70.72,47.47,100.2880249,11.75108948,0.931170945,286.4520067,1.030809862,1.043310127,721.6141987,710.8965411,2143.53152,284.5953175,-91.3669891,161663.7918,776.12,289.62,0,-486.5
